"","sample","healthy","nbl","tool","unknown","reference","DMRtool","direction","top","collapse_approach","min_cpgs","min_counts"
"3176","20M_mix_Bmap_CLBGA_1-8_rep6",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3177","20M_mix_Bmap_CLBGA_1-8_rep60",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3178","20M_mix_Bmap_CLBGA_1-8_rep7",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3179","20M_mix_Bmap_CLBGA_1-8_rep8",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3180","20M_mix_Bmap_CLBGA_1-8_rep9",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3181","20M_mix_Bmap_CLBGA_10_rep1",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3182","20M_mix_Bmap_CLBGA_10_rep10",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3183","20M_mix_Bmap_CLBGA_10_rep11",0.076788669,0.923211331,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3184","20M_mix_Bmap_CLBGA_10_rep12",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3185","20M_mix_Bmap_CLBGA_10_rep13",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3186","20M_mix_Bmap_CLBGA_10_rep14",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3187","20M_mix_Bmap_CLBGA_10_rep15",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3188","20M_mix_Bmap_CLBGA_10_rep16",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3189","20M_mix_Bmap_CLBGA_10_rep17",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3190","20M_mix_Bmap_CLBGA_10_rep18",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3191","20M_mix_Bmap_CLBGA_10_rep19",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3192","20M_mix_Bmap_CLBGA_10_rep2",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3193","20M_mix_Bmap_CLBGA_10_rep20",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3194","20M_mix_Bmap_CLBGA_10_rep21",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3195","20M_mix_Bmap_CLBGA_10_rep22",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3196","20M_mix_Bmap_CLBGA_10_rep23",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3197","20M_mix_Bmap_CLBGA_10_rep24",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3198","20M_mix_Bmap_CLBGA_10_rep25",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3199","20M_mix_Bmap_CLBGA_10_rep26",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3200","20M_mix_Bmap_CLBGA_10_rep27",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3201","20M_mix_Bmap_CLBGA_10_rep28",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3202","20M_mix_Bmap_CLBGA_10_rep29",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3203","20M_mix_Bmap_CLBGA_10_rep3",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3204","20M_mix_Bmap_CLBGA_10_rep30",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3205","20M_mix_Bmap_CLBGA_10_rep31",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3206","20M_mix_Bmap_CLBGA_10_rep32",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3207","20M_mix_Bmap_CLBGA_10_rep33",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3208","20M_mix_Bmap_CLBGA_10_rep34",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3209","20M_mix_Bmap_CLBGA_10_rep35",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3210","20M_mix_Bmap_CLBGA_10_rep36",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3211","20M_mix_Bmap_CLBGA_10_rep37",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3212","20M_mix_Bmap_CLBGA_10_rep38",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3213","20M_mix_Bmap_CLBGA_10_rep39",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3214","20M_mix_Bmap_CLBGA_10_rep4",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3215","20M_mix_Bmap_CLBGA_10_rep40",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3216","20M_mix_Bmap_CLBGA_10_rep41",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3217","20M_mix_Bmap_CLBGA_10_rep42",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3218","20M_mix_Bmap_CLBGA_10_rep43",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3219","20M_mix_Bmap_CLBGA_10_rep44",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3220","20M_mix_Bmap_CLBGA_10_rep45",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3221","20M_mix_Bmap_CLBGA_10_rep46",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3222","20M_mix_Bmap_CLBGA_10_rep47",0.021889651,0.978110349,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3223","20M_mix_Bmap_CLBGA_10_rep48",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3224","20M_mix_Bmap_CLBGA_10_rep49",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3225","20M_mix_Bmap_CLBGA_10_rep5",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3226","20M_mix_Bmap_CLBGA_10_rep50",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3227","20M_mix_Bmap_CLBGA_10_rep51",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3228","20M_mix_Bmap_CLBGA_10_rep52",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3229","20M_mix_Bmap_CLBGA_10_rep53",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3230","20M_mix_Bmap_CLBGA_10_rep54",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3231","20M_mix_Bmap_CLBGA_10_rep55",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3232","20M_mix_Bmap_CLBGA_10_rep56",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3233","20M_mix_Bmap_CLBGA_10_rep57",0.007139126,0.992860874,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3234","20M_mix_Bmap_CLBGA_10_rep58",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3235","20M_mix_Bmap_CLBGA_10_rep59",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3236","20M_mix_Bmap_CLBGA_10_rep6",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3237","20M_mix_Bmap_CLBGA_10_rep60",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3238","20M_mix_Bmap_CLBGA_10_rep7",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3239","20M_mix_Bmap_CLBGA_10_rep8",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3240","20M_mix_Bmap_CLBGA_10_rep9",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3241","20M_mix_Bmap_CLBGA_100_rep1",1,0,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3242","20M_mix_Bmap_CLBGA_100_rep10",1,0,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3243","20M_mix_Bmap_CLBGA_100_rep11",1,0,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3244","20M_mix_Bmap_CLBGA_100_rep12",1,0,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3245","20M_mix_Bmap_CLBGA_100_rep13",1,0,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3246","20M_mix_Bmap_CLBGA_100_rep14",1,0,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3247","20M_mix_Bmap_CLBGA_100_rep15",1,0,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3248","20M_mix_Bmap_CLBGA_100_rep16",1,0,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3249","20M_mix_Bmap_CLBGA_100_rep17",1,0,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3250","20M_mix_Bmap_CLBGA_100_rep18",1,0,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3251","20M_mix_Bmap_CLBGA_100_rep19",1,0,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3252","20M_mix_Bmap_CLBGA_100_rep2",1,0,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3253","20M_mix_Bmap_CLBGA_100_rep20",1,0,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3254","20M_mix_Bmap_CLBGA_100_rep21",1,0,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3255","20M_mix_Bmap_CLBGA_100_rep22",1,0,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3256","20M_mix_Bmap_CLBGA_100_rep23",1,0,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3257","20M_mix_Bmap_CLBGA_100_rep24",1,0,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3258","20M_mix_Bmap_CLBGA_100_rep25",1,0,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3259","20M_mix_Bmap_CLBGA_100_rep26",1,0,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3260","20M_mix_Bmap_CLBGA_100_rep27",1,0,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3261","20M_mix_Bmap_CLBGA_100_rep28",1,0,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3262","20M_mix_Bmap_CLBGA_100_rep29",1,0,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3263","20M_mix_Bmap_CLBGA_100_rep3",1,0,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3264","20M_mix_Bmap_CLBGA_100_rep30",1,0,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3265","20M_mix_Bmap_CLBGA_100_rep31",1,0,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3266","20M_mix_Bmap_CLBGA_100_rep32",1,0,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3267","20M_mix_Bmap_CLBGA_100_rep33",1,0,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3268","20M_mix_Bmap_CLBGA_100_rep34",1,0,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3269","20M_mix_Bmap_CLBGA_100_rep35",1,0,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3270","20M_mix_Bmap_CLBGA_100_rep36",1,0,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3271","20M_mix_Bmap_CLBGA_100_rep37",1,0,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3272","20M_mix_Bmap_CLBGA_100_rep38",1,0,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3273","20M_mix_Bmap_CLBGA_100_rep39",1,0,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3274","20M_mix_Bmap_CLBGA_100_rep4",1,0,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3275","20M_mix_Bmap_CLBGA_100_rep40",1,0,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3276","20M_mix_Bmap_CLBGA_100_rep41",1,0,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3277","20M_mix_Bmap_CLBGA_100_rep42",1,0,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3278","20M_mix_Bmap_CLBGA_100_rep43",1,0,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3279","20M_mix_Bmap_CLBGA_100_rep44",1,0,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3280","20M_mix_Bmap_CLBGA_100_rep45",1,0,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3281","20M_mix_Bmap_CLBGA_100_rep46",1,0,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3282","20M_mix_Bmap_CLBGA_100_rep47",1,0,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3283","20M_mix_Bmap_CLBGA_100_rep48",1,0,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3284","20M_mix_Bmap_CLBGA_100_rep49",1,0,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3285","20M_mix_Bmap_CLBGA_100_rep5",1,0,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3286","20M_mix_Bmap_CLBGA_100_rep50",1,0,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3287","20M_mix_Bmap_CLBGA_100_rep51",1,0,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3288","20M_mix_Bmap_CLBGA_100_rep52",1,0,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3289","20M_mix_Bmap_CLBGA_100_rep53",1,0,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3290","20M_mix_Bmap_CLBGA_100_rep54",1,0,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3291","20M_mix_Bmap_CLBGA_100_rep55",1,0,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3292","20M_mix_Bmap_CLBGA_100_rep56",1,0,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3293","20M_mix_Bmap_CLBGA_100_rep57",1,0,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3294","20M_mix_Bmap_CLBGA_100_rep58",1,0,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3295","20M_mix_Bmap_CLBGA_100_rep59",1,0,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3296","20M_mix_Bmap_CLBGA_100_rep6",1,0,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3297","20M_mix_Bmap_CLBGA_100_rep60",1,0,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3298","20M_mix_Bmap_CLBGA_100_rep7",1,0,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3299","20M_mix_Bmap_CLBGA_100_rep8",1,0,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3300","20M_mix_Bmap_CLBGA_100_rep9",1,0,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3301","20M_mix_Bmap_CLBGA_2-5_rep1",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3302","20M_mix_Bmap_CLBGA_2-5_rep10",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3303","20M_mix_Bmap_CLBGA_2-5_rep11",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3304","20M_mix_Bmap_CLBGA_2-5_rep12",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3305","20M_mix_Bmap_CLBGA_2-5_rep13",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3306","20M_mix_Bmap_CLBGA_2-5_rep14",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3307","20M_mix_Bmap_CLBGA_2-5_rep15",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3308","20M_mix_Bmap_CLBGA_2-5_rep16",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3309","20M_mix_Bmap_CLBGA_2-5_rep17",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3310","20M_mix_Bmap_CLBGA_2-5_rep18",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3311","20M_mix_Bmap_CLBGA_2-5_rep19",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3312","20M_mix_Bmap_CLBGA_2-5_rep2",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3313","20M_mix_Bmap_CLBGA_2-5_rep20",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3314","20M_mix_Bmap_CLBGA_2-5_rep21",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3315","20M_mix_Bmap_CLBGA_2-5_rep22",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3316","20M_mix_Bmap_CLBGA_2-5_rep23",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3317","20M_mix_Bmap_CLBGA_2-5_rep24",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3318","20M_mix_Bmap_CLBGA_2-5_rep25",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3319","20M_mix_Bmap_CLBGA_2-5_rep26",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3320","20M_mix_Bmap_CLBGA_2-5_rep27",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3321","20M_mix_Bmap_CLBGA_2-5_rep28",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3322","20M_mix_Bmap_CLBGA_2-5_rep29",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3323","20M_mix_Bmap_CLBGA_2-5_rep3",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3324","20M_mix_Bmap_CLBGA_2-5_rep30",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3325","20M_mix_Bmap_CLBGA_2-5_rep31",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3326","20M_mix_Bmap_CLBGA_2-5_rep32",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3327","20M_mix_Bmap_CLBGA_2-5_rep33",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3328","20M_mix_Bmap_CLBGA_2-5_rep34",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3329","20M_mix_Bmap_CLBGA_2-5_rep35",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3330","20M_mix_Bmap_CLBGA_2-5_rep36",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3331","20M_mix_Bmap_CLBGA_2-5_rep37",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3332","20M_mix_Bmap_CLBGA_2-5_rep38",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3333","20M_mix_Bmap_CLBGA_2-5_rep39",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3334","20M_mix_Bmap_CLBGA_2-5_rep4",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3335","20M_mix_Bmap_CLBGA_2-5_rep40",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3336","20M_mix_Bmap_CLBGA_2-5_rep41",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3337","20M_mix_Bmap_CLBGA_2-5_rep42",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3338","20M_mix_Bmap_CLBGA_2-5_rep43",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3339","20M_mix_Bmap_CLBGA_2-5_rep44",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3340","20M_mix_Bmap_CLBGA_2-5_rep45",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3341","20M_mix_Bmap_CLBGA_2-5_rep46",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3342","20M_mix_Bmap_CLBGA_2-5_rep47",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3343","20M_mix_Bmap_CLBGA_2-5_rep48",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3344","20M_mix_Bmap_CLBGA_2-5_rep49",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3345","20M_mix_Bmap_CLBGA_2-5_rep5",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3346","20M_mix_Bmap_CLBGA_2-5_rep50",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3347","20M_mix_Bmap_CLBGA_2-5_rep51",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3348","20M_mix_Bmap_CLBGA_2-5_rep52",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3349","20M_mix_Bmap_CLBGA_2-5_rep53",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3350","20M_mix_Bmap_CLBGA_2-5_rep54",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3351","20M_mix_Bmap_CLBGA_2-5_rep55",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3352","20M_mix_Bmap_CLBGA_2-5_rep56",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3353","20M_mix_Bmap_CLBGA_2-5_rep57",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3354","20M_mix_Bmap_CLBGA_2-5_rep58",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3355","20M_mix_Bmap_CLBGA_2-5_rep59",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3356","20M_mix_Bmap_CLBGA_2-5_rep6",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3357","20M_mix_Bmap_CLBGA_2-5_rep60",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
"3358","20M_mix_Bmap_CLBGA_2-5_rep7",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"median",3,10
